AOI,date,TMax,TMin,TMed,HR,Rad,es,eamb,DPV,PAR,S2,GPP,ID,Date,FCOVER,NDVI Average,FAPAR Average
MOR,01/09/2023 00:00,30.9,18.9,24.9,36.8,22.3,31.49988772,11.59195868,1.990792904,10.704,0.21,3.378301128,MOR_4_a_FCOVER,01/09/2023,0.083557074,0.221008971,0.090066517
MOR,06/09/2023 00:00,29.2,18.4,23.8,44.7,22.5,29.4924969,13.18314611,1.630935078,10.8,0.22,0.759437208,MOR_4_a_FCOVER,06/09/2023,0.079824979,0.209010956,0.096950243
MOR,11/09/2023 00:00,26.3,17,21.6,58.6,13.8,25.8099757,15.12464576,1.068532994,6.624,0.24,0.606022774,MOR_4_a_FCOVER,11/09/2023,0.101410091,0.23712034,0.139815345
MOR,16/09/2023 00:00,22.6,15.6,19.1,73.5,11.8,22.11863648,16.25719781,0.586143867,5.664,0.26,0.734195383,MOR_4_a_FCOVER,16/09/2023,0.128671829,0.259568081,0.189178157
MOR,21/09/2023 00:00,21.7,12.9,17.3,75.3,12.9,19.75523511,14.87569204,0.487954307,6.192,0.32,1.236547318,MOR_4_a_FCOVER,21/09/2023,0.199324513,0.29670083,0.26813459
MOR,26/09/2023 00:00,28.8,16.5,22.7,41.8,20.8,27.59764987,11.53581764,1.606183222,9.984,0.36,2.583869933,MOR_4_a_FCOVER,26/09/2023,0.208826292,0.319568486,0.277574601
MOR,01/10/2023 00:00,32.6,18.4,25.5,31.6,20.2,32.64425171,10.31558354,2.232866817,9.696,0.37,1.997446161,MOR_4_a_FCOVER,01/10/2023,0.164696136,0.306970247,0.249482204
MOR,06/10/2023 00:00,32.4,19.2,25.8,27,18.9,33.2299025,8.972073676,2.425782883,9.072,0.34,1.3202082,MOR_4_a_FCOVER,06/10/2023,0.156134142,0.309884855,0.247248556
MOR,11/10/2023 00:00,28.6,14.5,21.6,40.5,17.9,25.8099757,10.45304016,1.535693554,8.592,0.36,1.155640824,MOR_4_a_FCOVER,11/10/2023,0.07551316,0.228446391,0.102932861
MOR,16/10/2023 00:00,22.2,14.3,18.3,75.4,9.1,21.0393377,15.86366063,0.517567707,4.368,0.45,1.531369454,MOR_4_a_FCOVER,16/10/2023,0.110280993,0.367073829,0.18475729
MOR,21/10/2023 00:00,15.5,7.7,11.6,76.5,13.5,13.66443126,10.45328992,0.321114135,6.48,0.55,2.530790568,MOR_4_a_FCOVER,21/10/2023,0.225887653,0.601579075,0.42979791
MOR,26/10/2023 00:00,18.7,12.7,15.7,87.2,7.1,17.84319897,15.5592695,0.228392947,3.408,0.64,2.976374894,MOR_4_a_FCOVER,26/10/2023,0.562719073,0.713260039,0.764680312
MOR,31/10/2023 00:00,14.5,8.8,11.6,73.4,5.1,13.66443126,10.02969255,0.363473872,2.448,0.72,2.597991192,MOR_4_a_FCOVER,31/10/2023,0.700461537,0.759771541,0.847887267
MOR,05/11/2023 00:00,13.7,7.7,10.7,79.3,10.3,12.87186226,10.20738677,0.266447549,4.944,0.77,5.20858512,MOR_4_a_FCOVER,05/11/2023,0.76337253,0.795661731,0.869349346
MOR,10/11/2023 00:00,15.1,7.3,11.2,80.9,10.9,13.3070367,10.76539269,0.254164401,5.232,0.81,6.631670232,MOR_4_a_FCOVER,10/11/2023,0.859998831,0.842868904,0.917281341
MOR,15/11/2023 00:00,21.3,11,16.2,58.5,12.5,18.42248158,10.77715172,0.764532985,6,0.84,4.845550745,MOR_4_a_FCOVER,15/11/2023,0.815935054,0.817650402,0.884466276
MOR,20/11/2023 00:00,19.1,12,15.5,69.5,11.6,17.61599526,12.24311671,0.537287856,5.568,0.81,3.425954184,MOR_4_a_FCOVER,20/11/2023,0.721363495,0.784558892,0.846453647
MOR,25/11/2023 00:00,15,4.7,9.8,62.2,11.5,12.11998753,7.538632243,0.458135529,5.52,0.77,2.754384998,MOR_4_a_FCOVER,25/11/2023,0.675855547,0.698497732,0.774746577
MOR,30/11/2023 00:00,15.9,11.8,13.8,92.9,3.6,15.784913,14.66418418,0.112072882,1.728,0.79,2.850680304,MOR_4_a_FCOVER,30/11/2023,0.675328523,0.760466546,0.807828158
MOR,01/12/2023 00:00,14,4.7,9.4,88.4,7.1,11.79841117,10.42979548,0.13686157,3.408,0.79,3.583634098,MOR_4_b_FCOVER,01/12/2023,0.677438434,0.69852467,0.775373434
MOR,06/12/2023 00:00,11.3,7.9,9.6,93.8,2.7,11.95824867,11.21683725,0.074141142,1.296,0.81,1.982130286,MOR_4_b_FCOVER,06/12/2023,0.675906454,0.761352437,0.80725921
MOR,11/12/2023 00:00,19.9,5.3,12.6,76.2,9,14.59505942,11.12143528,0.347362414,4.32,0.83,4.0891176,MOR_4_b_FCOVER,11/12/2023,0.674253353,0.82658233,0.8631605
MOR,16/12/2023 00:00,14.3,5,9.7,62.1,10.5,12.03887923,7.476144,0.456273523,5.04,0.84,2.946207384,MOR_4_b_FCOVER,16/12/2023,0.669807407,0.843906612,0.881069345
MOR,21/12/2023 00:00,11.7,2.9,7.3,72.9,10.2,10.23019642,7.457813193,0.277238323,4.896,0.83,3.150751608,MOR_4_b_FCOVER,21/12/2023,0.806788416,0.83037132,0.912288635
MOR,26/12/2023 00:00,8.5,-2.5,3,94.4,10.8,7.580144527,7.155656433,0.042448809,5.184,0.83,2.624405759,MOR_4_b_FCOVER,26/12/2023,0.80376248,0.830527638,0.916107694
MOR,31/12/2023 00:00,11.8,4.4,8.1,84.7,6.2,10.80450793,9.151418217,0.165308971,2.976,0.83,3.132348399,MOR_4_b_FCOVER,31/12/2023,0.79536985,0.827738842,0.915088276
MOR,05/01/2024 00:00,8.3,4,6.1,86.3,6.4,9.419114393,8.128695721,0.129041867,3.072,0.84,2.595226392,MOR_4_b_FCOVER,05/01/2024,0.784848501,0.784984819,0.921129062
MOR,10/01/2024 00:00,9.2,5.1,7.1,95.1,3.6,10.09088955,9.596435967,0.049445359,1.728,0.84,2.32325928,MOR_4_b_FCOVER,10/01/2024,0.807512801,0.845679453,0.92918259
MOR,15/01/2024 00:00,15.8,10,12.9,92.3,4.1,14.88488751,13.73875118,0.114613634,1.968,0.84,3.153436596,MOR_4_b_FCOVER,15/01/2024,0.778259047,0.851112859,0.916317594
MOR,20/01/2024 00:00,7.7,3,5.3,87.8,4.2,8.910395347,7.823327114,0.108706823,2.016,0.84,3.847218163,MOR_4_b_FCOVER,20/01/2024,0.783922207,0.832173141,0.902502797
MOR,25/01/2024 00:00,23.7,11.9,17.8,53.6,12.3,20.38843714,10.92820231,0.946023484,5.904,0.84,3.32009388,MOR_4_b_FCOVER,25/01/2024,0.80376649,0.812719951,0.894280501
MOR,30/01/2024 00:00,16.2,6.4,11.3,83,12.5,13.39560641,11.11835332,0.227725309,6,0.84,4.472717033,MOR_4_b_FCOVER,30/01/2024,0.826000944,0.826196764,0.913344748
MOR,04/02/2024 00:00,17.2,7.4,12.3,58.5,13.6,14.31019823,8.371465967,0.593873227,6.528,0.82,4.865915074,MOR_4_b_FCOVER,04/02/2024,0.874745699,0.837084649,0.92379323
MOR,09/02/2024 00:00,11.2,7.5,9.4,94.2,2.3,11.79841117,11.11410333,0.068430785,1.104,0.81,2.5014366,MOR_4_b_FCOVER,09/02/2024,0.846511437,0.812528153,0.908978147
MOR,14/02/2024 00:00,21,11.8,16.4,72.4,11.7,18.65876874,13.50894857,0.514982017,5.616,0.8,5.75223984,MOR_4_b_FCOVER,14/02/2024,0.42192101,0.811091012,0.646371578
MOR,15/02/2024 00:00,17,7.4,12.2,74.5,4.1,14.21633567,10.59117008,0.36251656,1.968,0.8,2.574726912,MOR_4_c_FCOVER,15/02/2024,0.88340344,0.794877797,0.895861218
MOR,20/02/2024 00:00,18.9,8.2,13.5,64.8,16.9,15.47973945,10.03087116,0.544886828,8.112,0.83,6.9360354,MOR_4_c_FCOVER,20/02/2024,0.88779665,0.830681364,0.910687437
MOR,25/02/2024 00:00,12.3,7,9.7,88.2,7.3,12.03887923,10.61829148,0.142058775,3.504,0.81,3.995674834,MOR_4_c_FCOVER,25/02/2024,0.903783162,0.800573359,0.906457265
MOR,01/03/2024 00:00,10.6,0.1,5.4,73.1,18.6,8.97263093,6.55899321,0.241363772,8.928,0.81,6.784532136,MOR_4_c_FCOVER,01/03/2024,0.892202228,0.810337196,0.904206753
MOR,06/03/2024 00:00,15.7,4.7,10.2,57.8,19.4,12.44924659,7.195664531,0.525358206,9.312,0.78,6.200294926,MOR_4_c_FCOVER,06/03/2024,0.880949378,0.784813235,0.884326329
MOR,11/03/2024 00:00,12.7,4.3,8.5,81.5,16.3,11.102163,9.048262849,0.205390016,7.824,0.76,5.608608048,MOR_4_c_FCOVER,11/03/2024,0.812230041,0.771372358,0.846497804
MOR,16/03/2024 00:00,21.2,11.6,16.4,67.4,18.3,18.65876874,12.57601013,0.608275861,8.784,0.74,6.207847128,MOR_4_c_FCOVER,16/03/2024,0.771636754,0.739332676,0.797803164
MOR,21/03/2024 00:00,22.7,11,16.9,66.3,18.3,19.26114082,12.77013636,0.649100446,8.784,0.75,8.51591232,MOR_4_c_FCOVER,21/03/2024,0.758993516,0.755612979,0.7979093
MOR,26/03/2024 00:00,8.9,3.1,6,81.4,14.8,9.354155951,7.614282944,0.173987301,7.104,0.75,7.530676784,MOR_4_c_FCOVER,26/03/2024,0.74886482,0.770219038,0.800967117
MOR,31/03/2024 00:00,9,4.5,6.7,90.1,7.8,9.817278901,8.84536829,0.097191061,3.744,0.75,4.396512617,MOR_4_c_FCOVER,31/03/2024,0.752425087,0.772423439,0.796433066
MOR,05/04/2024 00:00,25,11.1,18,55.6,23.8,20.64665034,11.47953759,0.916711275,11.424,0.76,8.893013112,MOR_4_c_FCOVER,05/04/2024,0.785940894,0.771594533,0.797831396
MOR,10/04/2024 00:00,20,10.1,15.1,45.8,25.9,17.1691841,7.86348632,0.930569778,12.432,0.77,8.070999192,MOR_4_c_FCOVER,10/04/2024,0.799890226,0.783580141,0.804037196
MOR,15/04/2024 00:00,25.7,14.3,20,54.9,26.3,23.39046916,12.84136757,1.054910159,12.624,0.79,9.108642002,MOR_4_c_FCOVER,15/04/2024,0.821284811,0.793161323,0.827020615
MOR,20/04/2024 00:00,22.6,9.2,15.9,67.7,24.7,18.07296716,12.23539876,0.583756839,11.856,0.77,9.404522064,MOR_4_c_FCOVER,20/04/2024,0.817475639,0.772069092,0.829477063
MOR,25/04/2024 00:00,19.5,6.1,12.8,52.8,20.5,14.78772175,7.807917084,0.697980467,9.84,0.76,9.32476644,MOR_4_c_FCOVER,25/04/2024,0.755715519,0.745039146,0.796157054
MOR,30/04/2024 00:00,14.5,6.4,10.5,75.5,18.5,12.70132647,9.589501482,0.311182498,8.88,0.73,6.249350016,MOR_4_c_FCOVER,30/04/2024,0.670672798,0.716100888,0.700023334
MOR,05/05/2024 00:00,21.7,10.5,16.1,72.7,19.5,18.30532437,13.30797081,0.499735355,9.36,0.7,6.987367109,MOR_4_c_FCOVER,05/05/2024,0.644630849,0.689905494,0.62963901
MOR,10/05/2024 00:00,27.5,14.1,20.8,37.6,28,24.57420719,9.239901904,1.533430529,13.44,0.65,5.176541801,MOR_4_c_FCOVER,10/05/2024,0.575055718,0.662325084,0.574128201
MOR,15/05/2024 00:00,17.7,5.5,11.6,57.4,30.4,13.66443126,7.843383546,0.582104772,14.592,0.56,5.322065494,MOR_4_c_FCOVER,15/05/2024,0.467044969,0.560948054,0.471796383
MOR,20/05/2024 00:00,21.5,8.9,15.2,53.5,26,17.27994491,9.244770526,0.803517438,12.48,0.48,3.794776409,MOR_4_c_FCOVER,20/05/2024,0.332537596,0.445606401,0.35524639
MOR,25/05/2024 00:00,30.8,14.7,22.7,29,30.1,27.59764987,8.003318461,1.959433141,14.448,0.42,2.333087647,MOR_4_c_FCOVER,25/05/2024,0.283698211,0.422624439,0.339962502
MOR,30/05/2024 00:00,34.5,20.6,27.5,29,29.7,36.72472328,10.65016975,2.607455353,14.256,0.34,1.353783456,MOR_4_c_FCOVER,30/05/2024,0.152480488,0.345038046,0.210119918
MOR,04/06/2024 00:00,30.2,16.8,23.5,44.6,27.5,28.96478884,12.91829582,1.604649302,13.2,0.32,0.54269184,MOR_4_c_FCOVER,04/06/2024,0.163108259,0.33006383,0.221005822
MOR,09/06/2024 00:00,23.1,13.3,18.2,65.8,16.9,20.90772178,13.75728093,0.715044085,8.112,0.29,0.899818135,MOR_4_c_FCOVER,09/06/2024,0.129300798,0.290518535,0.163403481
MOR,14/06/2024 00:00,31.8,15.5,23.7,30.1,31,29.31566971,8.824016583,2.049165313,14.88,0.29,2.219149159,MOR_4_c_FCOVER,14/06/2024,0.123731956,0.290781704,0.14608112
MOR,01/09/2022 00:00,29.9,18.1,24,32,16,29.84894529,9.551662494,2.02972828,7.68,0.225424459,0.621984059,MOR_3_a_FCOVER,01/09/2022,0.093598823,0.212820637,0.109819695
MOR,06/09/2022 00:00,28.5,14.8,21.9,51.3,23.6,26.28719309,13.48533005,1.280186303,11.328,0.214424603,0.955502186,MOR_3_a_FCOVER,06/09/2022,0.09674033,0.211256556,0.123471364
MOR,11/09/2022 00:00,34.6,20,27.7,34.4,21.2,37.15619623,12.7817315,2.437446473,10.176,0.207676977,0.704021166,MOR_3_a_FCOVER,11/09/2022,0.07010746,0.19569244,0.095881293
MOR,16/09/2022 00:00,26.6,14.9,20.7,65.8,22.6,24.42343329,16.07061911,0.835281419,10.848,0.195484738,0.435188296,MOR_3_a_FCOVER,16/09/2022,0.089495978,0.20197135,0.119762702
MOR,21/09/2022 00:00,24,16.8,20,69.8,11.6,23.39046916,16.32654748,0.706392169,5.568,0.194327873,0.258024119,MOR_3_a_FCOVER,21/09/2022,0.064256519,0.172671995,0.058786497
MOR,26/09/2022 00:00,22.9,11.1,16.7,59.8,19.2,19.01817835,11.37287065,0.76453077,9.216,0.212854251,0.85212697,MOR_3_a_FCOVER,26/09/2022,0.070815988,0.181619818,0.081472088
MOR,01/10/2022 00:00,25.1,11.9,18.3,35.2,20,21.0393377,7.405846871,1.363349083,9.6,0.20960962,0.775561791,MOR_3_a_FCOVER,01/10/2022,0.074403164,0.180822006,0.083651998
MOR,06/10/2022 00:00,27.4,14.5,21.1,52.2,16.3,25.03142115,13.06640184,1.196501931,7.824,0.197404121,0.645854016,MOR_3_a_FCOVER,06/10/2022,0.061876631,0.179132958,0.065623017
MOR,11/10/2022 00:00,24.7,13.7,18.3,65,14.4,21.0393377,13.67556951,0.73637682,6.912,0.196374292,0.608146945,MOR_3_a_FCOVER,11/10/2022,0.080953561,0.17325568,0.076275421
MOR,16/10/2022 00:00,26.6,14.2,20.4,50.4,11.3,23.97595221,12.08387991,1.189207229,5.424,0.209642529,0.459723208,MOR_3_a_FCOVER,16/10/2022,0.059240016,0.180020606,0.069852884
MOR,21/10/2022 00:00,18.7,13.7,15.6,91.1,5.9,17.72927808,16.15137233,0.157790575,2.832,0.225364715,0.175728695,MOR_3_a_FCOVER,21/10/2022,0.057092751,0.157716076,0.066995275
MOR,26/10/2022 00:00,26.9,15.1,20.9,44.6,9.7,24.725794,11.02770412,1.369808987,4.656,0.241086895,0.452020397,MOR_3_a_FCOVER,26/10/2022,0.052990593,0.205102522,0.067983899
MOR,31/10/2022 00:00,20.8,13.9,16.8,63.3,5,19.13932186,12.11519074,0.702413112,2.4,0.256809083,0.387363112,MOR_3_a_FCOVER,31/10/2022,0.05855169,0.235594069,0.089618217
MOR,05/11/2022 00:00,21.1,8.2,14.4,43.8,14.1,16.41113629,7.188077693,0.922305859,6.768,0.265361021,0.728554168,MOR_3_a_FCOVER,05/11/2022,0.081493051,0.241305703,0.134791026
MOR,10/11/2022 00:00,18.3,9.3,12.6,72.2,13,14.59505942,10.5376329,0.405742652,6.24,0.279000543,0.645041534,MOR_3_a_FCOVER,10/11/2022,0.100210772,0.225426796,0.160462407
MOR,15/11/2022 00:00,18.8,12.6,15,81.3,7.3,17.0590463,13.86900464,0.319004166,3.504,0.310989141,0.656201071,MOR_3_a_FCOVER,15/11/2022,0.10626556,0.249816996,0.165286532
MOR,20/11/2022 00:00,12.9,4.9,8.9,89.6,4.3,11.40701086,10.22068173,0.118632913,2.064,0.350824793,0.909231265,MOR_3_a_FCOVER,20/11/2022,0.080314611,0.272169463,0.159717952
MOR,25/11/2022 00:00,14.6,6.8,11.8,81.9,9.8,13.84627016,11.34009526,0.25061749,4.704,0.390660435,1.070303613,MOR_3_a_FCOVER,25/11/2022,0.121099318,0.340512604,0.23115252
MOR,30/11/2022 00:00,13.8,5.1,9,57.4,8.3,11.48436398,6.592024926,0.489233906,3.984,0.428725362,0.924563137,MOR_3_a_FCOVER,30/11/2022,0.170801262,0.392215252,0.323076054
MOR,01/12/2022 00:00,15.2,6,9.7,59.9,10.2,12.03887923,7.211288657,0.482759057,4.896,0.437934111,1.059004813,MOR_3_b_FCOVER,01/12/2022,0.170228434,0.393900787,0.322322413
MOR,06/12/2022 00:00,12.3,9.1,10.3,95.5,4.2,12.53278002,11.96880492,0.05639751,2.016,0.483977869,0.804751275,MOR_3_b_FCOVER,06/12/2022,0.17905261,0.429789021,0.342728332
MOR,11/12/2022 00:00,16.2,8.4,12.7,89.1,4,14.69111329,13.08978195,0.160133135,1.92,0.530021618,1.178450015,MOR_3_b_FCOVER,11/12/2022,0.221144785,0.524121129,0.418479155
MOR,16/12/2022 00:00,11.8,6.2,9,95.4,5,11.48436398,10.95608324,0.052828074,2.4,0.576065361,2.028832354,MOR_3_b_FCOVER,16/12/2022,0.295538943,0.59566028,0.523009523
MOR,21/12/2022 00:00,13.7,9.5,11.5,89,5.7,13.57430111,12.08112799,0.149317312,2.736,0.626987129,2.050397548,MOR_3_b_FCOVER,21/12/2022,0.316862007,0.591610739,0.551892068
MOR,26/12/2022 00:00,19.6,9.3,14.1,57.5,9.1,16.09535292,9.254827929,0.684052499,4.368,0.674901098,1.989945505,MOR_3_b_FCOVER,26/12/2022,0.35273138,0.644677153,0.613616406
MOR,31/12/2022 00:00,16.3,6,10.4,56.7,8.3,12.61680582,7.153728899,0.546307692,3.984,0.696332554,2.326686228,MOR_3_b_FCOVER,31/12/2022,0.363202439,0.672644757,0.644559626
MOR,05/01/2023 00:00,14.3,7.1,9.9,78.5,10.5,12.20157599,9.57823715,0.262333884,5.04,0.715015183,2.757890702,MOR_3_b_FCOVER,05/01/2023,0.390105158,0.695092377,0.684765488
MOR,10/01/2023 00:00,11.3,6.2,8,96,7.8,10.73120093,10.30195289,0.042924804,3.744,0.728737076,3.357391631,MOR_3_b_FCOVER,10/01/2023,0.425859988,0.716454253,0.722969518
MOR,15/01/2023 00:00,10,2.8,6.4,93.7,3.9,9.616381134,9.010549123,0.060583201,1.872,0.740204751,2.640348329,MOR_3_b_FCOVER,15/01/2023,0.469832915,0.729508499,0.739911889
MOR,20/01/2023 00:00,11.8,7,8.9,93.5,3,11.40701086,10.66555515,0.074145571,1.44,0.750151366,1.195587187,MOR_3_b_FCOVER,20/01/2023,0.494426907,0.744798575,0.767599705
MOR,25/01/2023 00:00,8.6,-1.3,3,64.5,12.4,7.580144527,4.88919322,0.269095131,5.952,0.761622955,2.059532238,MOR_3_b_FCOVER,25/01/2023,0.531135485,0.773878622,0.806899637
MOR,30/01/2023 00:00,10.5,0,4.9,58.3,13.3,8.665241875,5.051836013,0.361340586,6.384,0.722492516,1.905382116,MOR_3_b_FCOVER,30/01/2023,0.535881876,0.754984136,0.786980745
MOR,04/02/2023 00:00,17.2,5.2,10.5,35.3,14.4,12.70132647,4.483568243,0.821775822,6.912,0.628291994,2.234516435,MOR_3_b_FCOVER,04/02/2023,0.472141594,0.709062334,0.727783689
MOR,09/02/2023 00:00,13,2.6,7.6,67.9,13.7,10.44233246,7.090343744,0.335198872,6.576,0.599936922,2.284115379,MOR_3_b_FCOVER,09/02/2023,0.382055019,0.593220265,0.585169234
MOR,14/02/2023 00:00,14.2,4.8,8.8,63.5,10.9,11.33011652,7.194623993,0.413549253,5.232,0.579378555,2.22988922,MOR_3_b_FCOVER,14/02/2023,0.365506771,0.530080104,0.571074608
MOR,15/02/2023 00:00,15.6,4.9,9.6,62.4,14.3,11.95824867,7.461947169,0.44963015,6.864,0.575266868,2.56662629,MOR_3_c_FCOVER,15/02/2023,0.333898748,0.403304696,0.505381738
MOR,20/02/2023 00:00,19,10.3,13.9,44.5,13.3,15.88780404,7.070072796,0.881773124,6.384,0.55470854,3.035777797,MOR_3_c_FCOVER,20/02/2023,0.339346826,0.486160805,0.463611523
MOR,25/02/2023 00:00,7.4,0.5,4,69.7,11.1,8.135273896,5.670285905,0.246498799,5.328,0.549877534,2.397024476,MOR_3_c_FCOVER,25/02/2023,0.339220047,0.520619343,0.470701938
MOR,02/03/2023 00:00,10.1,-0.4,5,42,19.3,8.725965893,3.664905675,0.506106022,9.264,0.546393365,2.529403858,MOR_3_c_FCOVER,02/03/2023,0.355637653,0.50965054,0.473977029
MOR,07/03/2023 00:00,15.5,8,11.4,78.1,16.5,13.48469369,10.53154577,0.295314792,7.92,0.525351952,3.691579393,MOR_3_c_FCOVER,07/03/2023,0.329290147,0.465877903,0.429111975
MOR,12/03/2023 00:00,23.2,9.2,15.7,72,19,17.84319897,12.84710326,0.499609571,9.12,0.546653241,3.768554492,MOR_3_c_FCOVER,12/03/2023,0.382145099,0.520220711,0.452748207
MOR,17/03/2023 00:00,16.3,9.3,12.6,63.6,13.6,14.59505942,9.282457793,0.531260163,6.528,0.538764338,3.311573866,MOR_3_c_FCOVER,17/03/2023,0.338757697,0.493063312,0.435591252
MOR,22/03/2023 00:00,23,10.6,16.7,39.1,22.4,19.01817835,7.436107736,1.158207062,10.752,0.500297283,3.058193455,MOR_3_c_FCOVER,22/03/2023,0.317079354,0.471668826,0.419057706
MOR,27/03/2023 00:00,22.8,9,15.6,33.1,22.4,17.72927808,5.868391045,1.186088704,10.752,0.46115086,2.651452871,MOR_3_c_FCOVER,27/03/2023,0.274757364,0.419437602,0.347644919
